Starting trading simulation... for 60 seconds
ADDED: SELL 557 TICK894 @ $27.72
ADDED: BUY 178 TICK529 @ $81.43
ADDED: BUY 184 TICK468 @ $30.97
ADDED: BUY 701 TICK1018 @ $76.24
ADDED: BUY 398 TICK883 @ $41.59
ADDED: SELL 399 TICK9 @ $47.95
ADDED: BUY 417 TICK472 @ $16.41
ADDED: SELL 836 TICK138 @ $65.40
ADDED: SELL 812 TICK1011 @ $23.97
ADDED: BUY 817 TICK15 @ $28.64
ADDED: BUY 162 TICK425 @ $48.10
ADDED: SELL 508 TICK363 @ $71.73
ADDED: BUY 210 TICK809 @ $96.39
ADDED: BUY 150 TICK513 @ $34.92
ADDED: SELL 592 TICK46 @ $44.38
ADDED: SELL 664 TICK289 @ $52.13
ADDED: BUY 838 TICK287 @ $46.90
ADDED: SELL 477 TICK378 @ $9.87
MATCHED: 830 shares of TICK721 at $20.06
  SELL ORDER: 0/830 left for TICK721 @ 20.06
  BUY ORDER: 32/862 left for TICK721 @ 38.09
ADDED: SELL 830 TICK721 @ $20.06
ADDED: SELL 294 TICK400 @ $90.81
MATCHED: 308 shares of TICK287 at $29.38
  SELL ORDER: 0/308 left for TICK287 @ 29.38
  BUY ORDER: 530/838 left for TICK287 @ 46.90
ADDED: SELL 308 TICK287 @ $29.38
ADDED: SELL 557 TICK22 @ $82.38
MATCHED: 522 shares of TICK751 at $52.32
  BUY ORDER: 118/640 left for TICK751 @ 84.78
  SELL ORDER: 0/522 left for TICK751 @ 52.32
ADDED: SELL 809 TICK20 @ $93.16
ADDED: BUY 640 TICK751 @ $84.78
MATCHED: 389 shares of TICK689 at $11.03
  SELL ORDER: 0/389 left for TICK689 @ 11.03
  BUY ORDER: 479/868 left for TICK689 @ 76.16
ADDED: SELL 389 TICK689 @ $11.03
MATCHED: 606 shares of TICK208 at $35.63
  BUY ORDER: 0/606 left for TICK208 @ 81.85
  SELL ORDER: 132/738 left for TICK208 @ 35.63
ADDED: BUY 606 TICK208 @ $81.85
ADDED: SELL 300 TICK784 @ $16.54
ADDED: BUY 666 TICK463 @ $42.91
ADDED: SELL 151 TICK1010 @ $56.95
MATCHED: 578 shares of TICK341 at $13.13
  BUY ORDER: 349/927 left for TICK341 @ 14.82
  SELL ORDER: 0/750 left for TICK341 @ 13.13
ADDED: SELL 857 TICK235 @ $77.37
ADDED: BUY 927 TICK341 @ $14.82
ADDED: SELL 837 TICK342 @ $52.38
MATCHED: 464 shares of TICK963 at $10.46
  SELL ORDER: 493/957 left for TICK963 @ 10.46
  BUY ORDER: 0/464 left for TICK963 @ 41.63
ADDED: SELL 957 TICK963 @ $10.46
ADDED: SELL 322 TICK672 @ $27.90
ADDED: SELL 892 TICK405 @ $55.85
ADDED: BUY 922 TICK571 @ $64.02
MATCHED: 221 shares of TICK267 at $55.97
  BUY ORDER: 614/835 left for TICK267 @ 93.02
  SELL ORDER: 0/221 left for TICK267 @ 55.97
ADDED: SELL 157 TICK918 @ $62.34
ADDED: SELL 967 TICK208 @ $83.27
ADDED: BUY 292 TICK483 @ $77.34
ADDED: BUY 835 TICK267 @ $93.02
ADDED: BUY 193 TICK914 @ $65.96
ADDED: BUY 232 TICK755 @ $76.59
MATCHED: 529 shares of TICK947 at $18.30
  SELL ORDER: 0/529 left for TICK947 @ 18.30
  BUY ORDER: 90/619 left for TICK947 @ 73.60
ADDED: SELL 529 TICK947 @ $18.30
ADDED: SELL 235 TICK668 @ $46.63
ADDED: BUY 293 TICK195 @ $91.01
ADDED: SELL 358 TICK1001 @ $57.63
ADDED: BUY 233 TICK227 @ $33.14
ADDED: BUY 933 TICK330 @ $43.33
MATCHED: 294 shares of TICK271 at $88.02
  SELL ORDER: 0/294 left for TICK271 @ 88.02
  BUY ORDER: 689/983 left for TICK271 @ 89.08
ADDED: SELL 294 TICK271 @ $88.02
ADDED: SELL 924 TICK375 @ $21.31
ADDED: BUY 254 TICK740 @ $78.14
ADDED: BUY 257 TICK44 @ $57.38
MATCHED: 375 shares of TICK322 at $10.19
  SELL ORDER: 188/563 left for TICK322 @ 10.19
  BUY ORDER: 0/669 left for TICK322 @ 95.15
MATCHED: 105 shares of TICK732 at $12.20
  SELL ORDER: 0/105 left for TICK732 @ 12.20
  BUY ORDER: 432/537 left for TICK732 @ 42.45
ADDED: SELL 105 TICK732 @ $12.20
ADDED: SELL 563 TICK322 @ $10.19
ADDED: SELL 844 TICK309 @ $85.98
ADDED: BUY 635 TICK756 @ $48.88
ADDED: BUY 809 TICK216 @ $42.47
ADDED: BUY 401 TICK207 @ $33.56
ADDED: SELL 830 TICK485 @ $81.27
MATCHED: 685 shares of TICK701 at $30.79
  SELL ORDER: 80/765 left for TICK701 @ 30.79
  BUY ORDER: 0/685 left for TICK701 @ 41.28
ADDED: SELL 371 TICK68 @ $97.21
ADDED: SELL 765 TICK701 @ $30.79
ADDED: SELL 609 TICK956 @ $57.45
ADDED: BUY 628 TICK511 @ $20.37
ADDED: BUY 740 TICK823 @ $78.62
ADDED: SELL 628 TICK209 @ $97.45
ADDED: SELL 681 TICK872 @ $93.92
ADDED: SELL 365 TICK449 @ $97.11
ADDED: SELL 293 TICK312 @ $22.25
ADDED: BUY 417 TICK313 @ $98.02
ADDED: SELL 378 TICK795 @ $61.83
ADDED: BUY 843 TICK825 @ $21.19
ADDED: BUY 712 TICK167 @ $28.39
MATCHED: 600 shares of TICK260 at $57.00
  SELL ORDER: 221/821 left for TICK260 @ 57.00
  BUY ORDER: 0/600 left for TICK260 @ 81.73
ADDED: SELL 821 TICK260 @ $57.00
ADDED: SELL 535 TICK893 @ $66.59
ADDED: SELL 914 TICK976 @ $91.38
ADDED: SELL 263 TICK408 @ $48.66
ADDED: SELL 536 TICK524 @ $45.05
ADDED: SELL 532 TICK154 @ $87.03
MATCHED: 489 shares of TICK194 at $20.21
  BUY ORDER: 400/889 left for TICK194 @ 84.78
  SELL ORDER: 0/904 left for TICK194 @ 20.21
ADDED: BUY 985 TICK718 @ $34.80
ADDED: SELL 867 TICK445 @ $38.53
MATCHED: 400 shares of TICK194 at $56.21
  BUY ORDER: 0/889 left for TICK194 @ 84.78
  SELL ORDER: 406/806 left for TICK194 @ 56.21
ADDED: BUY 889 TICK194 @ $84.78
ADDED: SELL 896 TICK617 @ $96.09
ADDED: BUY 533 TICK569 @ $70.16
ADDED: BUY 709 TICK806 @ $70.87
ADDED: SELL 825 TICK468 @ $72.23
ADDED: SELL 552 TICK849 @ $73.54
ADDED: BUY 360 TICK512 @ $77.42
ADDED: BUY 309 TICK861 @ $69.86
MATCHED: 592 shares of TICK867 at $22.09
  BUY ORDER: 142/734 left for TICK867 @ 41.50
  SELL ORDER: 0/592 left for TICK867 @ 22.09
ADDED: SELL 804 TICK631 @ $84.52
ADDED: BUY 734 TICK867 @ $41.50
ADDED: BUY 479 TICK487 @ $36.73
ADDED: SELL 393 TICK56 @ $76.83
MATCHED: 116 shares of TICK242 at $15.69
  SELL ORDER: 728/844 left for TICK242 @ 15.69
  BUY ORDER: 0/116 left for TICK242 @ 75.16
ADDED: BUY 440 TICK484 @ $58.22
ADDED: BUY 560 TICK811 @ $14.35
ADDED: SELL 844 TICK242 @ $15.69
MATCHED: 455 shares of TICK610 at $24.59
  BUY ORDER: 464/919 left for TICK610 @ 71.59
  SELL ORDER: 0/455 left for TICK610 @ 24.59
ADDED: BUY 919 TICK610 @ $71.59
ADDED: BUY 568 TICK508 @ $80.66
MATCHED: 323 shares of TICK735 at $12.37
ADDED: BUY 452 TICK294 @ $44.19
MATCHED: 251 shares of TICK3 at $17.34
  BUY ORDER: 0/251 left for TICK3 @ 97.57
  SELL ORDER: 358/609 left for TICK3 @ 17.34
ADDED: BUY 251 TICK3 @ $97.57
ADDED: BUY 814 TICK453 @ $87.61
  BUY ORDER: 0/323 left for TICK735 @ 76.41
  SELL ORDER: 192/515 left for TICK735 @ 12.37
ADDED: BUY 323 TICK735 @ $76.41
ADDED: BUY 113 TICK560 @ $52.30
MATCHED: 333 shares of TICK951 at $78.99
  BUY ORDER: 155/488 left for TICK951 @ 94.33
  SELL ORDER: 0/333 left for TICK951 @ 78.99
ADDED: BUY 172 TICK641 @ $67.41
ADDED: SELL 754 TICK734 @ $51.13
ADDED: BUY 488 TICK951 @ $94.33
ADDED: SELL 929 TICK939 @ $91.98
ADDED: SELL 528 TICK157 @ $93.02
ADDED: SELL 977 TICK934 @ $99.91
ADDED: SELL 437 TICK765 @ $81.34
MATCHED: 660 shares of TICK806 at $59.73
  SELL ORDER: 0/660 left for TICK806 @ 59.73
  BUY ORDER: 49/709 left for TICK806 @ 70.87
MATCHED: 114 shares of TICK715 at $64.01
  BUY ORDER: 237/351 left for TICK715 @ 83.29
  SELL ORDER: 0/114 left for TICK715 @ 64.01
ADDED: SELL 660 TICK806 @ $59.73
MATCHED: 237 shares of TICK715 at $69.52
  BUY ORDER: 0/351 left for TICK715 @ 83.29
  SELL ORDER: 320/949 left for TICK715 @ 69.52
ADDED: BUY 351 TICK715 @ $83.29
ADDED: BUY 895 TICK941 @ $24.89
ADDED: SELL 639 TICK959 @ $25.26
MATCHED: 735 shares of TICK505 at $72.07
  BUY ORDER: 0/735 left for TICK505 @ 81.56
  SELL ORDER: 10/745 left for TICK505 @ 72.07
ADDED: BUY 735 TICK505 @ $81.56
ADDED: SELL 876 TICK92 @ $65.11
ADDED: BUY 130 TICK219 @ $38.02
ADDED: BUY 134 TICK709 @ $16.77
MATCHED: 160 shares of TICK928 at $50.90
  BUY ORDER: 0/160 left for TICK928 @ 82.18
  SELL ORDER: 833/993 left for TICK928 @ 50.90
ADDED: BUY 160 TICK928 @ $82.18
ADDED: SELL 593 TICK830 @ $82.67
ADDED: SELL 351 TICK274 @ $15.85
ADDED: BUY 127 TICK355 @ $15.24
ADDED: SELL 650 TICK202 @ $86.32
ADDED: SELL 979 TICK20 @ $66.09
ADDED: BUY 131 TICK504 @ $16.30
MATCHED: 295 shares of TICK76 at $18.17
  BUY ORDER: 52/347 left for TICK76 @ 46.51
  SELL ORDER: 0/920 left for TICK76 @ 18.17
ADDED: SELL 195 TICK827 @ $97.22
ADDED: BUY 347 TICK76 @ $46.51
ADDED: BUY 962 TICK631 @ $15.57
MATCHED: 561 shares of TICK95 at $55.64
ADDED: SELL 107 TICK715 @ $64.78
ADDED: SELL 268 TICK805 @ $38.94
ADDED: SELL 429 TICK965 @ $40.55
  BUY ORDER: 0/561 left for TICK95 @ 84.05
  SELL ORDER: 431/992 left for TICK95 @ 55.64
ADDED: BUY 561 TICK95 @ $84.05
ADDED: BUY 505 TICK475 @ $19.06
ADDED: SELL 628 TICK582 @ $35.77
ADDED: BUY 407 TICK1023 @ $42.22
MATCHED: 801 shares of TICK346 at $56.88
  BUY ORDER: 0/801 left for TICK346 @ 88.01
  SELL ORDER: 131/932 left for TICK346 @ 56.88
ADDED: BUY 801 TICK346 @ $88.01
ADDED: SELL 710 TICK198 @ $21.88
ADDED: BUY 720 TICK463 @ $32.54
ADDED: BUY 980 TICK729 @ $86.99
ADDED: BUY 924 TICK986 @ $90.17
MATCHED: 613 shares of TICK167 at $44.75
  BUY ORDER: 357/970 left for TICK167 @ 86.25
  SELL ORDER: 0/613 left for TICK167 @ 44.75
ADDED: SELL 756 TICK774 @ $92.51
ADDED: BUY 970 TICK167 @ $86.25
ADDED: BUY 558 TICK392 @ $49.19
MATCHED: 535 shares of TICK207 at $61.99
  SELL ORDER: 419/954 left for TICK207 @ 61.99
  BUY ORDER: 0/535 left for TICK207 @ 78.43
ADDED: SELL 954 TICK207 @ $61.99
MATCHED: 461 shares of TICK540 at $10.65
  SELL ORDER: 0/461 left for TICK540 @ 10.65
  BUY ORDER: 77/628 left for TICK540 @ 64.62
ADDED: SELL 461 TICK540 @ $10.65
ADDED: BUY 922 TICK314 @ $35.80
ADDED: SELL 564 TICK998 @ $55.93
ADDED: SELL 535 TICK526 @ $46.55
MATCHED: 687 shares of TICK460 at $33.55
  SELL ORDER: 7/694 left for TICK460 @ 33.55
  BUY ORDER: 0/687 left for TICK460 @ 78.63
ADDED: SELL 768 TICK690 @ $57.64
ADDED: SELL 694 TICK460 @ $33.55
ADDED: SELL 213 TICK440 @ $27.29
ADDED: SELL 961 TICK621 @ $78.98
ADDED: BUY 519 TICK942 @ $52.16
ADDED: SELL 111 TICK857 @ $22.54
ADDED: SELL 811 TICK220 @ $57.44
ADDED: SELL 411 TICK51 @ $61.09
ADDED: BUY 700 TICK647 @ $100.05
ADDED: BUY 934 TICK389 @ $64.99
ADDED: BUY 555 TICK806 @ $97.22
ADDED: BUY 875 TICK635 @ $27.69
ADDED: SELL 237 TICK947 @ $74.01
MATCHED: 201 shares of TICK705 at $89.94
  SELL ORDER: 0/201 left for TICK705 @ 89.94
  BUY ORDER: 351/552 left for TICK705 @ 98.11
ADDED: SELL 201 TICK705 @ $89.94
ADDED: SELL 987 TICK376 @ $49.07
ADDED: BUY 516 TICK919 @ $17.17
ADDED: BUY 673 TICK546 @ $40.96
ADDED: SELL 716 TICK718 @ $48.39
ADDED: SELL 869 TICK20 @ $16.96
ADDED: BUY 998 TICK50 @ $49.46
ADDED: SELL 390 TICK416 @ $82.04
ADDED: BUY 592 TICK760 @ $10.01
MATCHED: 143 shares of TICK902 at $39.74
  BUY ORDER: 0/143 left for TICK902 @ 90.27
  SELL ORDER: 19/162 left for TICK902 @ 39.74
ADDED: BUY 143 TICK902 @ $90.27
ADDED: SELL 554 TICK101 @ $56.96
ADDED: SELL 862 TICK420 @ $49.17
ADDED: BUY 735 TICK506 @ $67.92
MATCHED: 430 shares of TICK1017 at $21.79
  BUY ORDER: 145/575 left for TICK1017 @ 91.85
  SELL ORDER: 0/430 left for TICK1017 @ 21.79
ADDED: SELL 409 TICK864 @ $28.23
MATCHED: 592 shares of TICK115 at $58.72
  BUY ORDER: 182/774 left for TICK115 @ 73.32
  SELL ORDER: 0/592 left for TICK115 @ 58.72
ADDED: BUY 575 TICK1017 @ $91.85
ADDED: BUY 774 TICK115 @ $73.32
ADDED: SELL 534 TICK437 @ $39.21
ADDED: SELL 409 TICK913 @ $63.20
ADDED: SELL 585 TICK616 @ $22.25
MATCHED: 232 shares of TICK755 at $25.91
  SELL ORDER: 749/981 left for TICK755 @ 25.91
MATCHED: 415 shares of TICK939 at $91.98
  BUY ORDER: 0/415 left for TICK939 @ 95.82
  SELL ORDER: 514/929 left for TICK939 @ 91.98
ADDED: BUY 415 TICK939 @ $95.82
  BUY ORDER: 0/232 left for TICK755 @ 76.59
MATCHED: 351 shares of TICK755 at $25.91
  SELL ORDER: 398/981 left for TICK755 @ 25.91
  BUY ORDER: 0/351 left for TICK755 @ 26.54
ADDED: SELL 981 TICK755 @ $25.91
ADDED: SELL 959 TICK783 @ $55.01
ADDED: BUY 527 TICK946 @ $44.47
ADDED: SELL 430 TICK514 @ $15.46
ADDED: SELL 905 TICK536 @ $42.54
ADDED: BUY 636 TICK273 @ $54.97
ADDED: SELL 673 TICK726 @ $87.07
ADDED: SELL 455 TICK391 @ $11.26
MATCHED: 358 shares of TICK835 at $44.25
  BUY ORDER: 616/974 left for TICK835 @ 79.10
  SELL ORDER: 0/633 left for TICK835 @ 44.25
ADDED: SELL 586 TICK807 @ $14.18
ADDED: BUY 974 TICK835 @ $79.10
ADDED: SELL 213 TICK846 @ $53.88
ADDED: BUY 314 TICK83 @ $83.08
ADDED: SELL 910 TICK206 @ $88.58
ADDED: SELL 531 TICK139 @ $84.51
ADDED: BUY 537 TICK380 @ $60.74
ADDED: BUY 954 TICK520 @ $27.09
ADDED: SELL 925 TICK536 @ $41.47
ADDED: BUY 650 TICK15 @ $56.83
MATCHED: 577 shares of TICK499 at $39.44
  BUY ORDER: 268/845 left for TICK499 @ 70.01
  SELL ORDER: 0/894 left for TICK499 @ 39.44
MATCHED: 412 shares of TICK685 at $58.35
  SELL ORDER: 0/412 left for TICK685 @ 58.35
  BUY ORDER: 522/934 left for TICK685 @ 60.98
ADDED: SELL 412 TICK685 @ $58.35
ADDED: BUY 845 TICK499 @ $70.01
ADDED: BUY 928 TICK494 @ $15.81
ADDED: SELL 838 TICK95 @ $34.61
ADDED: SELL 341 TICK79 @ $93.21
ADDED: SELL 204 TICK185 @ $70.09
ADDED: SELL 895 TICK613 @ $21.41
ADDED: SELL 261 TICK695 @ $54.72
MATCHED: 7 shares of TICK520 at $72.74
  BUY ORDER: 208/215 left for TICK520 @ 95.38
  SELL ORDER: 0/264 left for TICK520 @ 72.74
ADDED: SELL 909 TICK291 @ $43.19
MATCHED: 481 shares of TICK421 at $12.47
  SELL ORDER: 212/693 left for TICK421 @ 12.47
  BUY ORDER: 0/866 left for TICK421 @ 54.22
ADDED: SELL 167 TICK782 @ $51.51
ADDED: BUY 215 TICK520 @ $95.38
ADDED: SELL 464 TICK688 @ $71.06
ADDED: SELL 693 TICK421 @ $12.47
ADDED: SELL 376 TICK857 @ $35.23
MATCHED: 86 shares of TICK383 at $34.47
  SELL ORDER: 783/869 left for TICK383 @ 34.47
  BUY ORDER: 0/520 left for TICK383 @ 85.17
ADDED: BUY 330 TICK123 @ $39.50
ADDED: BUY 260 TICK551 @ $46.43
ADDED: BUY 885 TICK440 @ $10.53
ADDED: SELL 869 TICK383 @ $34.47
ADDED: SELL 491 TICK719 @ $96.51
ADDED: SELL 439 TICK263 @ $73.57
ADDED: BUY 833 TICK636 @ $76.69
ADDED: SELL 874 TICK996 @ $54.11
ADDED: SELL 622 TICK488 @ $90.47
ADDED: SELL 246 TICK105 @ $77.67
ADDED: BUY 285 TICK832 @ $30.67
ADDED: SELL 135 TICK730 @ $13.94
ADDED: SELL 454 TICK493 @ $82.98
ADDED: BUY 641 TICK328 @ $44.86
MATCHED: 367 shares of TICK384 at $31.23
  BUY ORDER: 0/367 left for TICK384 @ 71.19
  SELL ORDER: 448/815 left for TICK384 @ 31.23
ADDED: BUY 367 TICK384 @ $71.19
MATCHED: 40 shares of TICK970 at $17.93
  BUY ORDER: 940/980 left for TICK970 @ 19.97
  SELL ORDER: 0/904 left for TICK970 @ 17.93
MATCHED: 126 shares of TICK525 at $49.72
  SELL ORDER: 615/741 left for TICK525 @ 49.72
  BUY ORDER: 0/126 left for TICK525 @ 90.15
ADDED: BUY 980 TICK970 @ $19.97
MATCHED: 136 shares of TICK365 at $24.71
  SELL ORDER: 0/136 left for TICK365 @ 24.71
  BUY ORDER: 735/871 left for TICK365 @ 74.46
ADDED: BUY 680 TICK720 @ $68.22
ADDED: SELL 136 TICK365 @ $24.71
ADDED: SELL 741 TICK525 @ $49.72
ADDED: BUY 111 TICK399 @ $16.13
ADDED: SELL 461 TICK280 @ $92.94
MATCHED: 143 shares of TICK611 at $85.83
  BUY ORDER: 0/143 left for TICK611 @ 94.59
  SELL ORDER: 542/685 left for TICK611 @ 85.83
ADDED: BUY 143 TICK611 @ $94.59
ADDED: SELL 411 TICK507 @ $31.97
ADDED: BUY 521 TICK472 @ $96.12
ADDED: SELL 210 TICK417 @ $69.34
ADDED: BUY 704 TICK261 @ $69.78
MATCHED: 156 shares of TICK557 at $32.24
  BUY ORDER: 0/156 left for TICK557 @ 79.77
  SELL ORDER: 327/483 left for TICK557 @ 32.24
ADDED: BUY 156 TICK557 @ $79.77
ADDED: BUY 448 TICK549 @ $66.15
MATCHED: 19 shares of TICK902 at $39.74
  BUY ORDER: 525/544 left for TICK902 @ 40.46
  SELL ORDER: 0/162 left for TICK902 @ 39.74
ADDED: BUY 544 TICK902 @ $40.46
ADDED: SELL 978 TICK745 @ $56.21
MATCHED: 429 shares of TICK965 at $40.55
  BUY ORDER: 401/830 left for TICK965 @ 64.13
  SELL ORDER: 0/429 left for TICK965 @ 40.55
ADDED: BUY 830 TICK965 @ $64.13
ADDED: BUY 989 TICK487 @ $27.15
ADDED: BUY 896 TICK100 @ $81.30
ADDED: SELL 135 TICK752 @ $19.54
ADDED: BUY 919 TICK847 @ $84.05
ADDED: SELL 333 TICK532 @ $39.80
MATCHED: 534 shares of TICK719 at $42.49
  BUY ORDER: 0/534 left for TICK719 @ 75.24
  SELL ORDER: 14/548 left for TICK719 @ 42.49
ADDED: BUY 534 TICK719 @ $75.24
MATCHED: 287 shares of TICK174 at $15.79
  SELL ORDER: 409/696 left for TICK174 @ 15.79
  BUY ORDER: 0/287 left for TICK174 @ 76.25
ADDED: SELL 797 TICK9 @ $44.61
MATCHED: 409 shares of TICK174 at $15.79
  SELL ORDER: 0/696 left for TICK174 @ 15.79
  BUY ORDER: 468/877 left for TICK174 @ 75.42
ADDED: SELL 696 TICK174 @ $15.79
ADDED: BUY 514 TICK897 @ $101.31
MATCHED: 134 shares of TICK351 at $60.94
  BUY ORDER: 0/134 left for TICK351 @ 72.14
  SELL ORDER: 424/558 left for TICK351 @ 60.94
ADDED: BUY 134 TICK351 @ $72.14
MATCHED: 325 shares of TICK184 at $23.07
  SELL ORDER: 0/325 left for TICK184 @ 23.07
  BUY ORDER: 130/455 left for TICK184 @ 30.52
ADDED: SELL 325 TICK184 @ $23.07
ADDED: SELL 634 TICK124 @ $22.88
ADDED: BUY 921 TICK844 @ $88.65
ADDED: BUY 821 TICK910 @ $77.85
ADDED: SELL 691 TICK527 @ $10.35
ADDED: BUY 804 TICK10 @ $90.58
ADDED: BUY 369 TICK137 @ $71.04
ADDED: SELL 895 TICK716 @ $99.49
ADDED: BUY 138 TICK146 @ $51.45
ADDED: SELL 841 TICK24 @ $58.50
ADDED: SELL 350 TICK73 @ $68.03
MATCHED: 233 shares of TICK582 at $35.77
  BUY ORDER: 0/233 left for TICK582 @ 83.59
  SELL ORDER: 395/628 left for TICK582 @ 35.77
ADDED: BUY 233 TICK582 @ $83.59
ADDED: SELL 235 TICK393 @ $72.78
MATCHED: 398 shares of TICK883 at $37.87
ADDED: BUY 851 TICK687 @ $55.55
ADDED: SELL 652 TICK109 @ $92.88
ADDED: SELL 531 TICK502 @ $20.41
MATCHED: 583 shares of TICK532 at $26.34
  BUY ORDER: 405/988 left for TICK532 @ 94.85
  SELL ORDER: 0/583 left for TICK532 @ 26.34
  SELL ORDER: 492/890 left for TICK883 @ 37.87
  BUY ORDER: 0/398 left for TICK883 @ 41.59
MATCHED: 333 shares of TICK532 at $39.80
  BUY ORDER: 72/988 left for TICK532 @ 94.85
  SELL ORDER: 0/333 left for TICK532 @ 39.80
ADDED: SELL 890 TICK883 @ $37.87
ADDED: BUY 988 TICK532 @ $94.85
ADDED: BUY 473 TICK134 @ $30.83
ADDED: BUY 603 TICK518 @ $74.48
ADDED: BUY 650 TICK365 @ $29.58
ADDED: SELL 804 TICK172 @ $36.07
ADDED: SELL 438 TICK109 @ $14.92
ADDED: SELL 142 TICK949 @ $31.44
MATCHED: 205 shares of TICK246 at $35.64
ADDED: BUY 945 TICK103 @ $18.07
MATCHED: 539 shares of TICK317 at $45.87
  BUY ORDER: 0/539 left for TICK317 @ 51.49
  SELL ORDER: 339/878 left for TICK317 @ 45.87
  BUY ORDER: 0/205 left for TICK246 @ 92.24
  SELL ORDER: 538/743 left for TICK246 @ 35.64
ADDED: BUY 205 TICK246 @ $92.24
ADDED: SELL 277 TICK885 @ $45.90
ADDED: BUY 539 TICK317 @ $51.49
ADDED: BUY 890 TICK371 @ $26.08
ADDED: SELL 383 TICK643 @ $31.68
ADDED: SELL 449 TICK929 @ $20.85
ADDED: SELL 187 TICK726 @ $56.06
ADDED: SELL 984 TICK462 @ $12.02
ADDED: BUY 809 TICK886 @ $55.82
ADDED: BUY 914 TICK229 @ $41.34
ADDED: BUY 857 TICK990 @ $82.49
ADDED: BUY 626 TICK35 @ $56.90
MATCHED: 138 shares of TICK329 at $20.89
  SELL ORDER: 0/138 left for TICK329 @ 20.89
  BUY ORDER: 722/860 left for TICK329 @ 60.35
ADDED: SELL 138 TICK329 @ $20.89
ADDED: SELL 345 TICK651 @ $60.28
ADDED: BUY 646 TICK977 @ $10.47
MATCHED: 215 shares of TICK703 at $55.29
  BUY ORDER: 64/279 left for TICK703 @ 57.48
  SELL ORDER: 0/215 left for TICK703 @ 55.29
ADDED: SELL 240 TICK263 @ $28.83
ADDED: BUY 279 TICK703 @ $57.48
MATCHED: 108 shares of TICK893 at $19.66
  BUY ORDER: 699/807 left for TICK893 @ 53.32
  SELL ORDER: 0/108 left for TICK893 @ 19.66
ADDED: BUY 807 TICK893 @ $53.32
ADDED: BUY 989 TICK826 @ $23.05
MATCHED: 802 shares of TICK247 at $32.14
  SELL ORDER: 0/802 left for TICK247 @ 32.14
  BUY ORDER: 61/863 left for TICK247 @ 82.07
ADDED: SELL 802 TICK247 @ $32.14
ADDED: SELL 337 TICK80 @ $57.04
ADDED: SELL 114 TICK807 @ $44.37
ADDED: BUY 864 TICK210 @ $94.66
ADDED: SELL 391 TICK863 @ $77.58
ADDED: SELL 992 TICK394 @ $22.93
MATCHED: 213 shares of TICK846 at $53.88
  BUY ORDER: 447/660 left for TICK846 @ 64.58
  SELL ORDER: 0/213 left for TICK846 @ 53.88
ADDED: SELL 865 TICK227 @ $39.66
ADDED: BUY 660 TICK846 @ $64.58
MATCHED: 291 shares of TICK969 at $68.36
  BUY ORDER: 598/889 left for TICK969 @ 69.76
  SELL ORDER: 0/291 left for TICK969 @ 68.36
ADDED: BUY 889 TICK969 @ $69.76
ADDED: SELL 437 TICK375 @ $93.23
ADDED: BUY 367 TICK481 @ $28.15
ADDED: BUY 122 TICK615 @ $11.68
ADDED: SELL 897 TICK318 @ $98.68
ADDED: SELL 226 TICK950 @ $62.09
ADDED: SELL 210 TICK829 @ $47.95
MATCHED: 177 shares of TICK824 at $12.97
  SELL ORDER: 184/361 left for TICK824 @ 12.97
  BUY ORDER: 0/177 left for TICK824 @ 52.93
ADDED: BUY 974 TICK841 @ $88.86
ADDED: SELL 361 TICK824 @ $12.97
ADDED: BUY 761 TICK459 @ $97.28
ADDED: SELL 952 TICK279 @ $10.42
ADDED: SELL 569 TICK142 @ $98.47
ADDED: BUY 206 TICK419 @ $78.68
ADDED: SELL 770 TICK173 @ $73.41
ADDED: SELL 716 TICK84 @ $31.05
MATCHED: 111 shares of TICK857 at $22.54
  BUY ORDER: 804/915 left for TICK857 @ 47.14
  SELL ORDER: 0/111 left for TICK857 @ 22.54
MATCHED: 376 shares of TICK857 at $35.23
  BUY ORDER: 428/915 left for TICK857 @ 47.14
  SELL ORDER: 0/376 left for TICK857 @ 35.23
ADDED: BUY 915 TICK857 @ $47.14
ADDED: BUY 709 TICK761 @ $45.16
MATCHED: 496 shares of TICK345 at $46.42
  BUY ORDER: 137/633 left for TICK345 @ 71.81
  SELL ORDER: 0/496 left for TICK345 @ 46.42
MATCHED: 964 shares of TICK639 at $56.94
  BUY ORDER: 0/964 left for TICK639 @ 59.74
  SELL ORDER: 31/995 left for TICK639 @ 56.94
ADDED: BUY 964 TICK639 @ $59.74
MATCHED: 497 shares of TICK113 at $45.01
  SELL ORDER: 0/497 left for TICK113 @ 45.01
  BUY ORDER: 393/890 left for TICK113 @ 62.75
ADDED: SELL 497 TICK113 @ $45.01
ADDED: BUY 633 TICK345 @ $71.81
MATCHED: 201 shares of TICK887 at $31.43
  BUY ORDER: 0/201 left for TICK887 @ 64.24
  SELL ORDER: 483/684 left for TICK887 @ 31.43
ADDED: BUY 201 TICK887 @ $64.24
ADDED: SELL 539 TICK119 @ $42.54
ADDED: SELL 788 TICK88 @ $84.87
ADDED: BUY 365 TICK79 @ $57.74
ADDED: SELL 817 TICK676 @ $77.35
ADDED: SELL 100 TICK968 @ $100.29
ADDED: SELL 827 TICK312 @ $93.43
ADDED: SELL 136 TICK291 @ $97.05
ADDED: BUY 376 TICK567 @ $78.48
ADDED: SELL 374 TICK923 @ $90.52
MATCHED: 192 shares of TICK735 at $12.37
